sample_id,split,method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d2_subject13_vid_d1a4a1e1,train,chrom,60.15336677075106,60.46170932824925,0.3431741617763855,-60.15336677075106,-17.334612163352595,38
ubfc_d2_subject13_vid_d1a4a1e1,train,pos,1.6046321474811052,1.936898505596499,0.9135767426614849,-0.015055384642661283,0.1448861192584428,38
ubfc_d2_subject14_vid_ff644389,train,green,6.694989442654,7.9190194918160115,-0.21901515939653587,-2.084860229713478,-4.6229230212874395,39
ubfc_d2_subject14_vid_ff644389,train,chrom,24.9608051986951,25.2964060798023,-0.2762196492533082,-24.9608051986951,-11.026296687680526,39
ubfc_d2_subject14_vid_ff644389,train,pos,5.102909106303339,6.470144013207301,-0.07861079296469815,-2.8542289149223117,-1.9597625776178322,39
ubfc_d2_subject15_vid_dfd0e028,test,green,1.7907734503144943,2.2043396904485575,0.8714973688389895,-1.5862040854656045,-4.059684396821923,38
ubfc_d2_subject15_vid_dfd0e028,test,chrom,71.09029083087835,71.18307734979993,-0.6258146257753372,-71.09029083087835,-14.44532701738737,38
ubfc_d2_subject15_vid_dfd0e028,test,pos,2.217580653105407,2.745190940946089,0.8512533437042284,-2.217580653105407,0.7522673240274147,38
ubfc_d2_subject16_vid_31372d96,train,green,1.2278373849764284,1.644396996826535,0.6381955537942112,-0.1431507156044307,1.9956647819439817,39
ubfc_d2_subject16_vid_31372d96,train,chrom,48.4484283199276,48.46579757134811,0.6570494253693919,-48.4484283199276,-11.265171558955052,39
ubfc_d2_subject16_vid_31372d96,train,pos,1.2791168931269692,1.7057626608271026,0.6301017575322758,-0.19443022375497157,4.2027755124042585,39
ubfc_d2_subject17_vid_92b16a96,test,green,1.7919429849197985,2.613509707425242,0.012913471908362992,-0.6136929410996864,3.214655075664728,39
ubfc_d2_subject17_vid_92b16a96,test,chrom,41.58738639750493,41.61115058354899,0.3835826519772151,-41.58738639750493,-14.473845556379136,39
ubfc_d2_subject17_vid_92b16a96,test,pos,1.9969937223496863,2.7660551039858947,0.043215717044257515,-0.664974601130736,2.4849664584762943,39
ubfc_d2_subject18_vid_6444425c,train,green,28.845874880645713,51.225966614143964,-0.09931671359813427,1.5326455441100102,-10.853618093908663,39
ubfc_d2_subject18_vid_6444425c,train,chrom,68.50449087326514,69.24109410640192,0.3264919430104004,-57.00863075186981,-13.525170596459946,39
ubfc_d2_subject18_vid_6444425c,train,pos,17.471757347279826,44.76064527944911,-0.28664179462796324,16.462978217011653,-5.992124784357166,39
ubfc_d2_subject20_vid_ed92eefb,train,green,110.33572724174935,118.03208789626648,-0.23937664072815315,110.23292717364697,-12.78406402072104,38
ubfc_d2_subject20_vid_ed92eefb,train,chrom,45.214656078772634,47.55313857467259,0.22691433800631353,23.53261551288037,-3.293915145036457,38
